"intersection","camera_id","address","violation_date","violations","x_coordinate","y_coordinate","latitude","longitude","location"
"IRVING PARK AND LARAMIE","1533","5200 W IRVING PARK ROA","2024-11-28T00:00:00.000","1",,,,,
"IRVING PARK AND NARRAGANSETT","1024","6400 W IRVING PK","2024-11-28T00:00:00.000","2","1132945.939118726","1925946.3049251374","41.9530247508","-87.7866832377","
,  
(41.95302475075328, -87.78668323766634)"
"JEFFERY AND 95TH","2522","9500 S JEFFERY AVE","2024-11-28T00:00:00.000","8","1191132.4206013011","1842335.7359888754","41.722375907","-87.5754999033","
,  
(41.72237590704101, -87.57549990332795)"
"KEDZIE AND 26TH","2381","2600 S KEDZIE AVENUE","2024-11-28T00:00:00.000","4","1155404.2355102848","1886524.4600330538","41.8444248308","-87.7051854523","
,  
(41.84442483084393, -87.70518545233183)"
"KEDZIE AND 31ST","2132","3100 S KEDZIE AVENUE","2024-11-28T00:00:00.000","3","1155483.1675398543","1883867.6605032738","41.8371326714","-87.7049671148","
,  
(41.837132671422296, -87.70496711478727)"
"KEDZIE AND 31ST","2134","3200 W 31ST STREET","2024-11-28T00:00:00.000","2","1155487.1280056462","1883943.0611067927","41.8373395003","-87.704950558","
,  
(41.83733950029648, -87.70495055800411)"
"KEDZIE AND 47TH","2101","4700 S KEDZIE AVE","2024-11-28T00:00:00.000","4","1155791.949302478","1873270.7784813265","41.8080472717","-87.7041188223","
,  
(41.80804727165029, -87.70411882229871)"
"KEDZIE AND 47TH","2104","3200 W 47TH ST","2024-11-28T00:00:00.000","3","1155815.2315050561","1873336.169728074","41.8082262462","-87.7040316722","
,  
(41.808226246244026, -87.70403167215984)"
"KEDZIE AND 63RD","2361","6300 S KEDZIE AVE","2024-11-28T00:00:00.000","2","1156097.5051772275","1862668.051775093","41.7789457502","-87.703283119","
,  
(41.77894575017997, -87.70328311900342)"
"KEDZIE AND 71ST","2354","3200 W 71ST STREET","2024-11-28T00:00:00.000","4","1156246.8629014546","1857404.0149598683","41.7644974326","-87.7028770234","
,  
(41.76449743256955, -87.70287702335861)"
"KEDZIE AND 71ST","2352","7100 S KEDZIE AVENUE","2024-11-28T00:00:00.000","7","1156225.5403662964","1857330.1034432317","41.7642950368","-87.7029571621","
,  
(41.764295036756856, -87.70295716211793)"
"KEDZIE AND ARMITAGE","1834","3200 W ARMITAGE AVENUE","2024-11-28T00:00:00.000","2","1154700.8513479952","1913153.2521879035","41.9175110229","-87.7070536389","
,  
(41.91751102291878, -87.7070536388797)"
"KEDZIE AND ARMITAGE","1832","2000 N KEDZIE AVENUE","2024-11-28T00:00:00.000","1","1154684.0318093265","1913129.496340896","41.9174461719","-87.7071160719","
,  
(41.91744617191702, -87.70711607187832)"
"KIMBALL AND DIVERSEY","1583","3400 W DIVERSEY AVENUE","2024-11-28T00:00:00.000","2","1153211.149172713","1918454.4778005665","41.9320877474","-87.7123858295","
,  
(41.932087747378944, -87.71238582951281)"
"KIMBALL AND DIVERSEY","1581","2800 N KIMBALL AVENUE","2024-11-28T00:00:00.000","4",,,,,
"KOSTNER AND NORTH","2011","1600 N KOSTNER","2024-11-28T00:00:00.000","3","1146732.1086791053","1910282.1209907976","41.9097883039","-87.7364046674","
,  
(41.90978830394343, -87.73640466739216)"
"KOSTNER AND NORTH","2012","4400 W GRAND AVE","2024-11-28T00:00:00.000","9","1146773.5191284386","1910425.6639585812","41.9101814096","-87.7362488704","
,  
(41.910181409597406, -87.73624887040725)"
"KOSTNER AND NORTH","2013","4400 W NORTH","2024-11-28T00:00:00.000","7","1146738.5516180324","1910309.595368032","41.9098635734","-87.7363802961","
,  
(41.90986357340246, -87.73638029605371)"
"LAFAYETTE AND 87TH","2502","8700 S LAFAYETTE AVEN","2024-11-28T00:00:00.000","24","1177417.493180297","1847243.9882234645","41.7361651101","-87.625587569","
,  
(41.73616511008592, -87.62558756899932)"
"LAFAYETTE AND 87TH","2503","30 W 87TH STREET","2024-11-28T00:00:00.000","7","1177407.651800237","1847320.7720583116","41.7363760366","-87.6256213109","
,  
(41.736376036604916, -87.62562131092602)"
"LAKE AND UPPER WACKER","3052","340 W UPPER WACKER DR","2024-11-28T00:00:00.000","2",,,,,
"LAKE AND UPPER WACKER","3051","200 N UPPER WACKER DR","2024-11-28T00:00:00.000","2",,,,,
"LAKE SHORE DR AND BELMONT","1412","3200 N LAKESHORE DRIV","2024-11-28T00:00:00.000","8","1173053.2205550778","1921821.3808317054","41.9409091633","-87.63936916","
,  
(41.94090916326764, -87.63936915995522)"
"LAKE SHORE DR AND BELMONT","1413","400 W BELMONT AVE","2024-11-28T00:00:00.000","18","1172981.7448693824","1921577.376128802","41.9402411933","-87.6396391143","
,  
(41.94024119325571, -87.63963911427594)"
"LARAMIE AND MADISON","2043","5200 W MADISON STREET","2024-11-28T00:00:00.000","2","1141706.9655228017","1899567.5568431397","41.8804807517","-87.755130433","
,  
(41.88048075170171, -87.75513043296509)"
"LARAMIE AND MADISON","2044","5200 W MADISON STREET","2024-11-28T00:00:00.000","3","1141706.9655228017","1899567.5568431397","41.8804807517","-87.755130433","
,  
(41.88048075170171, -87.75513043296509)"
"LASALLE AND KINZIE","1921","400 N LASALLE","2024-11-28T00:00:00.000","1","1175028.5797667978","1903002.5522913588","41.8892253716","-87.632674115","
,  
(41.88922537162015, -87.63267411498495)"
"LASALLE AND KINZIE","1923","140 W KINZIE","2024-11-28T00:00:00.000","3","1175048.0976524204","1903028.8947602937","41.8892972195","-87.6326016482","
,  
(41.88929721947309, -87.63260164817305)"
"LAWRENCE AND CICERO","1041","4800 N CICERO AVE","2024-11-28T00:00:00.000","6","1143464.6517855264","1931490.5518832025","41.9680480073","-87.7478759847","
,  
(41.968048007293845, -87.74787598468126)"
"LAWRENCE AND CICERO","1042","4800 N CICERO AVENUE","2024-11-28T00:00:00.000","7","1143464.6517855264","1931490.5518832025","41.9680480073","-87.7478759847","
,  
(41.968048007293845, -87.74787598468126)"
"LAWRENCE AND WESTERN","1193","2400 W LAWRENCE AVENUE","2024-11-28T00:00:00.000","5","1159482.6485703043","1931851.9894925964","41.9687243488","-87.688968727","
,  
(41.96872434882172, -87.68896872699601)"
"MADISON AND WESTERN","1931","1 S WESTERN AVE","2024-11-28T00:00:00.000","5","1160453.827721979","1899933.7034737456","41.8811182788","-87.6862833389","
,  
(41.881118278833966, -87.686283338873)"
"MADISON AND WESTERN","1934","2400 W MADISON","2024-11-28T00:00:00.000","5","1160384.6212771575","1899988.6557223734","41.8812705043","-87.6865359402","
,  
(41.88127050428818, -87.68653594017124)"
"MICHIGAN AND JACKSON","3043","100 E JACKSON BLVD","2024-11-28T00:00:00.000","2","1177358.427851268","1899073.0642284893","41.8783901238","-87.6242373113","
,  
(41.87839012377354, -87.62423731128155)"
"MICHIGAN AND JACKSON","3041","300 S MICHIGAN AVE","2024-11-28T00:00:00.000","19","1177299.4354355484","1899009.6122806626","41.8782173453","-87.6244558403","
,  
(41.87821734531058, -87.62445584029679)"
"MICHIGAN AND ONTARIO","3082","628 N MICHIGAN AVE","2024-11-28T00:00:00.000","12","1177278.7169385205","1904554.1339978576","41.8934322742","-87.6243637193","
,  
(41.893432274200684, -87.62436371928398)"
"MICHIGAN AND ONTARIO","3084","100 E ONTARIO ST","2024-11-28T00:00:00.000","4","1177006.928692496","1904549.6567732955","41.8934261467","-87.6253620246","
,  
(41.89342614670784, -87.62536202456768)"
"MILWAUKEE AND CENTRAL","3022","5232 N MILWAUKEE AVE","2024-11-28T00:00:00.000","3","1138074.1617439014","1934115.4316788092","41.9753502748","-87.7676329846","
,  
(41.97535027477604, -87.76763298459159)"
"MILWAUKEE AND DEVON","1274","6400 W DEVON AVENUE","2024-11-28T00:00:00.000","8","1132590.619798275","1942138.5320486561","41.997463981","-87.7876102434","
,  
(41.99746398102873, -87.78761024341388)"
"MILWAUKEE AND MONTROSE","1362","4400 N MILWAUKEE AVEN","2024-11-28T00:00:00.000","1","1141643.9432687827","1928770.2563162392","41.9606172297","-87.7546382401","
,  
(41.9606172296957, -87.75463824007085)"
"MILWAUKEE AND MONTROSE","1364","5075 W MONTROSE AVENUE","2024-11-28T00:00:00.000","7","1141716.746618898","1928736.076639057","41.9605220882","-87.754371424","
,  
(41.96052208819935, -87.75437142402293)"
"MONTROSE AND WESTERN","1221","4400 N WESTERN AVENUE","2024-11-28T00:00:00.000","3","1159539.7332347184","1929183.9180955016","41.9614018463","-87.6888326228","
,  
(41.961401846278505, -87.6888326227788)"
"NORTHWEST HIGHWAY AND FOSTER","3002","5200 N NORTHWEST HWY","2024-11-28T00:00:00.000","1","1137806.1476894664","1934042.034460217","41.9751537189","-87.7686203602","
,  
(41.975153718866956, -87.76862036015007)"
"OGDEN AND KOSTNER","2223","4400 W OGDEN AVENUE","2024-11-28T00:00:00.000","5","1147406.5924392235","1887689.0998694617","41.8477775228","-87.7345059687","
,  
(41.84777752280453, -87.73450596874825)"
"OGDEN AND KOSTNER","2222","2348 S KOSTNER AVENUE","2024-11-28T00:00:00.000","5","1147394.5481820793","1887795.1777820818","41.848068845","-87.7345474575","
,  
(41.8480688449598, -87.73454745748458)"
"PETERSON AND WESTERN","1014","2400 W PETERSON","2024-11-28T00:00:00.000","6","1159214.2113162766","1939825.3018745864","41.9906090098","-87.6897354809","
,  
(41.990609009807294, -87.68973548092968)"
"PETERSON AND WESTERN","1011","6000 N WESTERN AVE","2024-11-28T00:00:00.000","5","1159190.6250320415","1939816.7547111604","41.9905860424","-87.6898224729","
,  
(41.99058604241958, -87.68982247294417)"
"PULASKI AND 63RD","2343","4000 W 63RD ST","2024-11-28T00:00:00.000","3","1150768.3467681755","1862564.6154052594","41.7787673901","-87.7228231953","
,  
(41.778767390084305, -87.72282319530368)"
"PULASKI AND 63RD","2342","6300 S PULASKI RD","2024-11-28T00:00:00.000","1","1150746.00309079","1862516.7476953254","41.7786364688","-87.7229063557","
,  
(41.77863646878099, -87.72290635568541)"
"PULASKI AND 79TH","2494","4000 W 79TH STREET","2024-11-28T00:00:00.000","1","1151074.116357501","1851966.8302438355","41.7496793588","-87.7219783452","
,  
(41.74967935883473, -87.72197834524168)"
"PULASKI AND 79TH","2492","7900 S PULASKI ROAD","2024-11-28T00:00:00.000","6","1151054.87395657","1851842.6638541215","41.7493390001","-87.7220520909","
,  
(41.74933900008238, -87.72205209091501)"
"PULASKI AND ARCHER","2154","5000 S ARCHER AVE","2024-11-28T00:00:00.000","4","1150501.8189098374","1871162.3117033222","41.8023659733","-87.7235767661","
,  
(41.80236597333895, -87.72357676611004)"
"PULASKI AND ARMITAGE","1844","4000 W ARMITAGE AVENUE","2024-11-28T00:00:00.000","2","1149375.4288721082","1913028.9842731808","41.9172750694","-87.7266227464","
,  
(41.91727506940875, -87.72662274644799)"
"PULASKI AND ARMITAGE","1843","4000 W ARMITAGE AVENUE","2024-11-28T00:00:00.000","1","1149375.4288721082","1913028.9842731808","41.9172750694","-87.7266227464","
,  
(41.91727506940875, -87.72662274644799)"
"PULASKI AND BELMONT","1383","4000 W BELMONT AVE","2024-11-28T00:00:00.000","5","1149131.8668948505","1921018.5049802603","41.9392037499","-87.7273101341","
,  
(41.93920374986553, -87.72731013414392)"
"PULASKI AND BELMONT","1382","3200 N PULASKI RD","2024-11-28T00:00:00.000","8","1149125.621478734","1920994.556178086","41.9391381535","-87.7273337101","
,  
(41.939138153500274, -87.7273337101426)"
"PULASKI AND CHICAGO","1982","800 N PULASKI ROAD","2024-11-28T00:00:00.000","2","1149538.4448440352","1905079.0349906255","41.8954564568","-87.7262305405","
,  
(41.895456456825386, -87.72623054051289)"
"PULASKI AND CHICAGO","1983","4000 W CHICAGO AVENUE","2024-11-28T00:00:00.000","2","1149561.8559396924","1905086.5964462592","41.8954767516","-87.7261443599","
,  
(41.89547675163723, -87.72614435991626)"
"PULASKI AND DIVERSEY","1543","4000 W DIVERSEY AVENUE","2024-11-28T00:00:00.000","2","1149206.4961307046","1918356.5692675824","41.9318977231","-87.7271050305","
,  
(41.9318977231462, -87.72710503045386)"
"PULASKI AND DIVERSEY","1542","2800 N PULASKI ROAD","2024-11-28T00:00:00.000","3","1149200.7245311828","1918332.2225496792","41.9318310256","-87.727126873","
,  
(41.93183102561505, -87.72712687300454)"
"PULASKI AND DIVISION","1802","1200 N PULASKI ROAD","2024-11-28T00:00:00.000","2","1149459.5906669265","1907723.2198842543","41.9027139019","-87.7264514572","
,  
(41.902713901936174, -87.72645145715836)"
"PULASKI AND DIVISION","1801","1200 N PULASKI ROAD","2024-11-28T00:00:00.000","1","1149459.5906669265","1907723.2198842543","41.9027139019","-87.7264514572","
,  
(41.902713901936174, -87.72645145715836)"
"PULASKI AND FOSTER","1102","5200 N PULASKI RD","2024-11-28T00:00:00.000","5","1148746.251286324","1934286.9143619759","41.9756207397","-87.7283831351","
,  
(41.97562073966174, -87.72838313514907)"
"PULASKI AND FOSTER","1104","4000 W FOSTER AVE","2024-11-28T00:00:00.000","6","1148759.1613488705","1934294.2490064465","41.9756406162","-87.7283354693","
,  
(41.975640616231914, -87.72833546926573)"
"PULASKI AND FULLERTON","1484","4000 W FULLERTON AVE","2024-11-28T00:00:00.000","5","1149303.0819637375","1915695.275222648","41.9245930218","-87.7268192684","
,  
(41.92459302175305, -87.7268192684032)"
"PULASKI AND IRVING PARK","1572","4000 N PULASKI ROAD","2024-11-28T00:00:00.000","6","1148970.2553255518","1926313.600468643","41.9537370514","-87.7277666118","
,  
(41.95373705144353, -87.72776661179896)"
"PULASKI AND IRVING PARK","1574","4000 W IRVING PARK RD","2024-11-28T00:00:00.000","2","1148988.7278772534","1926320.9549384092","41.9537568745","-87.7276985131","
,  
(41.95375687447515, -87.72769851312907)"
"PULASKI AND LAWRENCE","1173","4000 W LAWRENCE AVENUE","2024-11-28T00:00:00.000","1","1148844.220085601","1931638.4543043803","41.9683512853","-87.728091672","
,  
(41.96835128527914, -87.72809167198088)"
"PULASKI AND LAWRENCE","1172","4800 N PULASKI ROAD","2024-11-28T00:00:00.000","3","1148821.7015201172","1931605.9745709368","41.9682625951","-87.7281753158","
,  
(41.968262595100775, -87.7281753157596)"
"PULASKI AND NORTH","1992","1600 N PULASKI AVENUE","2024-11-28T00:00:00.000","5","1149432.959240306","1910369.1125021952","41.9099750102","-87.7264805231","
,  
(41.909975010236906, -87.72648052306623)"
"PULASKI AND NORTH","1994","4000 W NORTH AVENUE","2024-11-28T00:00:00.000","2","1149456.2688421998","1910376.7740190015","41.9099955816","-87.7263946932","
,  
(41.90999558160536, -87.72639469321471)"
"RIDGE AND CLARK","1051","5930 N CLARK STREET","2024-11-28T00:00:00.000","6","1164554.7847234725","1939388.5115164416","41.9892986301","-87.6701041211","
,  
(41.98929863013193, -87.67010412112992)"
"ROOSEVELT AND HALSTED","2234","800 W ROOSEVELT ROAD","2024-11-28T00:00:00.000","3","1171199.2823577411","1894968.056393724","41.8672630984","-87.646972686","
,  
(41.86726309836901, -87.64697268601648)"
"ROOSEVELT AND HALSTED","2233","800 W ROOSEVELT ROAD","2024-11-28T00:00:00.000","4","1171199.2823577411","1894968.056393724","41.8672630984","-87.646972686","
,  
(41.86726309836901, -87.64697268601648)"
"ROOSEVELT AND KOSTNER","2323","4400 W ROOSEVELT","2024-11-28T00:00:00.000","1","1147200.9632587961","1894379.5380780883","41.8661408676","-87.7350895601","
,  
(41.866140867641654, -87.73508956008207)"
"ROOSEVELT AND KOSTNER","2321","1200 S KOSTNER","2024-11-28T00:00:00.000","5","1147196.3040019777","1894305.883269746","41.8659388389","-87.735108549","
,  
(41.8659388389088, -87.73510854901264)"
"ROOSEVELT AND PULASKI","2311","1200 S PULASKI ROAD","2024-11-28T00:00:00.000","13","1149866.0022478641","1894375.8392003844","41.8660793372","-87.7253059949","
,  
(41.86607933722178, -87.7253059948758)"
"ROOSEVELT AND PULASKI","2314","4000 W ROOSEVELT ROAD","2024-11-28T00:00:00.000","4","1149885.0320496834","1894449.4640768815","41.8662810027","-87.7252342198","
,  
(41.866281002664536, -87.72523421983905)"
"SACRAMENTO AND CHICAGO","1812","800 N SACRAMENTO AVEN","2024-11-28T00:00:00.000","5","1156039.008141929","1905193.0841005815","41.8956407139","-87.7023523277","
,  
(41.89564071387542, -87.70235232767416)"
"SACRAMENTO AND CHICAGO","1814","3000 W CHICAGO AVENUE","2024-11-28T00:00:00.000","5","1156075.266375505","1905216.6047707181","41.8957045249","-87.7022185235","
,  
(41.895704524946225, -87.70221852353758)"
"SACRAMENTO AND LAKE","1822","150 N SACRAMENTO BOUL","2024-11-28T00:00:00.000","5","1156319.5606647665","1900957.4893519618","41.8840121777","-87.7014364787","
,  
(41.88401217771363, -87.7014364786693)"
"SACRAMENTO AND LAKE","1821","150 N SACRAMENTO BOUL","2024-11-28T00:00:00.000","3","1156319.5606647665","1900957.4893519618","41.8840121777","-87.7014364787","
,  
(41.88401217771363, -87.7014364786693)"
"SHERIDAN AND FOSTER","1134","1000 W FOSTER AVE","2024-11-28T00:00:00.000","1","1168689.2477569787","1934758.5781416541","41.976505116","-87.6550318822","
,  
(41.97650511595711, -87.65503188224778)"
"SHERIDAN AND FOSTER","1132","5200 N SHERIDAN ROAD","2024-11-28T00:00:00.000","2","1168661.623718229","1934753.8422727564","41.9764927208","-87.6551336046","
,  
(41.97649272077833, -87.65513360456677)"
"STATE AND 79TH","2651","7900 S STATE STREET","2024-11-28T00:00:00.000","18","1177618.1669299656","1852621.8702328375","41.7509181383","-87.6246901225","
,  
(41.7509181383154, -87.62469012251644)"
"STATE AND 79TH","2654","1 E 79TH STREET","2024-11-28T00:00:00.000","30","1177680.113652821","1852598.3134777858","41.7508520955","-87.6244638321","
,  
(41.75085209551078, -87.62446383210285)"
"STONEY ISLAND AND 76TH","2632","7600 S STONY ISLAND A","2024-11-28T00:00:00.000","7","1188092.7961919354","1854889.3541583044","41.7568971726","-87.5862342851","
,  
(41.75689717260223, -87.58623428506996)"
"STONEY ISLAND AND 76TH","2631","7600 S STONY ISLAND A","2024-11-28T00:00:00.000","14","1188092.7961919354","1854889.3541583044","41.7568971726","-87.5862342851","
,  
(41.75689717260223, -87.58623428506996)"
"STONEY ISLAND AND 79TH","2462","7900 S STONY ISLAND A","2024-11-28T00:00:00.000","3","1188181.5710682967","1852908.9347893111","41.7514606032","-87.585971993","
,  
(41.75146060316686, -87.5859719929647)"
"STONEY ISLAND AND 79TH","2464","1600 E 79TH ST","2024-11-28T00:00:00.000","4","1188284.7044399066","1852964.8290475737","41.7516115233","-87.5855922843","
,  
(41.75161152327319, -87.58559228428787)"
"STONY ISLAND/CORNELL AND 67TH","2721","6700 S STONY ISLAND A","2024-11-28T00:00:00.000","25","1187984.1430475388","1860863.3383676661","41.7732928959","-87.5864423683","
,  
(41.77329289585066, -87.58644236831432)"
"STONY ISLAND/CORNELL AND 67TH","2731","6700 S CORNELL DRIVE","2024-11-28T00:00:00.000","10","1188316.4548607338","1860851.1374567354","41.7732514896","-87.5852245997","
,  
(41.77325148959568, -87.58522459967712)"
